ID,연령,결혼여부,학력,주택대출여부,개인대출여부,contact,통화시간,연락시도횟수,과거통화횟수,요일,경제활동,사용금액,사용횟수,연락월,Target
31291,53,결혼,고졸,대출있음,없음,유선전화,139,2,0,월,경제활동인구,489176,20746,7,0
31292,29,결혼,석박사,없음,없음,유선전화,492,2,0,수,경제활동인구,489176,20746,9,0
31293,37,결혼,전문학교,대출있음,없음,유선전화,191,1,0,월,경제활동인구,489176,20746,11,0
31294,42,이혼,대졸학사,없음,없음,유선전화,180,4,0,수,경제활동인구,489176,20746,12,0
31295,31,결혼,검정고시,없음,없음,유선전화,176,2,0,화,경제활동인구,489176,20746,1,0
31296,41,이혼,고졸,대출있음,없음,유선전화,187,1,0,화,경제활동인구,489176,20746,2,0
31297,48,결혼,대졸학사,대출있음,없음,유선전화,190,2,0,수,경제활동인구,489176,20746,6,0
31298,56,결혼,고졸,없음,없음,유선전화,438,5,0,금,경제활동인구,489176,20746,11,0
31299,52,결혼,고졸,대출있음,없음,유선전화,171,2,0,토,경제활동인구,489176,20746,1,0
31300,54,결혼,고졸,없음,없음,유선전화,370,2,0,화,비경제활동인구,489176,20746,2,0
31301,29,결혼,석박사,대출있음,없음,유선전화,35,1,0,금,경제활동인구,489176,20746,3,0
31302,25,결혼,중졸,없음,없음,유선전화,480,1,0,목,경제활동인구,489176,20746,4,0
31303,51,미혼,대졸학사,없음,없음,유선전화,120,7,0,토,경제활동인구,489176,20746,5,0
31304,33,미혼,고졸,대출있음,없음,유선전화,155,1,0,토,경제활동인구,489176,20746,6,0
31305,30,결혼,석박사,없음,없음,유선전화,190,2,0,일,경제활동인구,489176,20746,7,0
31306,33,이혼,전문학교,없음,없음,유선전화,277,1,0,일,경제활동인구,489176,20746,7,0
31307,48,결혼,대졸학사,대출있음,없음,유선전화,396,1,0,수,경제활동인구,489176,20746,8,0
31308,44,결혼,전문학교,대출있음,없음,유선전화,139,2,0,화,경제활동인구,489176,20746,9,0
31309,46,미혼,대졸학사,대출있음,없음,유선전화,417,6,0,토,경제활동인구,489176,20746,10,0
31310,53,결혼,석박사,없음,없음,유선전화,260,1,0,토,경제활동인구,489176,20746,10,0
31311,50,결혼,전문학교,대출있음,없음,유선전화,893,3,0,수,경제활동인구,489176,20746,11,1
31312,29,결혼,고졸,대출있음,없음,유선전화,40,7,0,수,경제활동인구,489176,20746,12,0
31313,50,결혼,전문학교,대출있음,없음,유선전화,248,1,0,화,경제활동인구,489176,20746,12,0
31314,37,결혼,대졸학사,대출있음,없음,유선전화,245,3,0,화,경제활동인구,489176,20746,1,0
31315,47,결혼,고졸,대출있음,없음,유선전화,140,2,0,일,경제활동인구,489176,20746,2,0
31316,45,결혼,고졸,없음,없음,유선전화,255,1,0,토,경제활동인구,489176,20746,2,0
31317,48,결혼,고졸,대출있음,없음,유선전화,99,1,0,수,경제활동인구,489176,20746,2,0
31318,30,이혼,고졸,없음,없음,유선전화,29,2,0,목,경제활동인구,489176,20746,4,0
31319,34,미혼,전문학교,대출있음,없음,유선전화,593,1,0,수,경제활동인구,489176,20746,5,0
31320,34,결혼,대졸학사,없음,없음,유선전화,162,1,0,월,경제활동인구,489176,20746,7,0
31321,31,미혼,석박사,없음,없음,유선전화,83,1,0,토,미확인,489176,20746,8,0
31322,40,결혼,고졸,없음,대출있음,유선전화,145,2,0,일,경제활동인구,489176,20746,11,0
31323,42,결혼,대졸학사,없음,없음,유선전화,329,1,0,금,경제활동인구,489176,20746,2,0
31324,36,미혼,대졸학사,없음,없음,유선전화,792,3,0,일,경제활동인구,489176,20746,1,1
31325,25,결혼,고졸,대출있음,없음,유선전화,763,1,0,토,경제활동인구,489176,20746,2,1
31326,59,미혼,전문학교,없음,없음,유선전화,475,4,0,토,비경제활동인구,489176,20746,2,0
31327,38,결혼,고졸,없음,없음,유선전화,84,9,0,토,경제활동인구,489176,20746,3,0
31328,33,미혼,대졸학사,대출있음,없음,유선전화,42,1,0,금,경제활동인구,489176,20746,3,0
31329,58,결혼,고졸,대출있음,없음,유선전화,198,1,0,목,비경제활동인구,489176,20746,4,0
31330,44,결혼,검정고시,없음,대출있음,유선전화,75,4,0,토,경제활동인구,489176,20746,4,0
31331,43,결혼,석박사,없음,없음,유선전화,41,5,0,일,미확인,489176,20746,5,0
31332,26,미혼,검정고시,없음,없음,유선전화,83,2,0,토,경제활동인구,489176,20746,6,0
31333,49,결혼,미확인,없음,없음,유선전화,112,4,0,수,경제활동인구,489176,20746,6,0
31334,53,결혼,중졸,없음,없음,유선전화,627,1,0,토,경제활동인구,489176,20746,7,0
31335,45,결혼,검정고시,없음,없음,유선전화,272,2,0,토,경제활동인구,489176,20746,8,0
31336,39,결혼,고졸,대출있음,없음,유선전화,50,3,0,금,경제활동인구,489176,20746,8,0
31337,31,미혼,대졸학사,없음,대출있음,유선전화,129,2,0,토,비경제활동인구,489176,20746,9,0
31338,38,미혼,대졸학사,대출있음,없음,유선전화,188,7,0,수,경제활동인구,489176,20746,9,0
31339,35,결혼,전문학교,대출있음,대출있음,유선전화,172,1,0,목,경제활동인구,489176,20746,10,0
31340,46,결혼,전문학교,대출있음,없음,유선전화,96,6,0,금,경제활동인구,489176,20746,10,0
31341,30,미혼,대졸학사,없음,없음,유선전화,587,1,0,금,경제활동인구,489176,20746,11,1
31342,37,미혼,고졸,없음,없음,유선전화,287,3,0,일,경제활동인구,489176,20746,11,0
31343,39,결혼,대졸학사,대출있음,없음,유선전화,72,1,0,화,미확인,489176,20746,11,0
31344,32,이혼,대졸학사,없음,없음,유선전화,106,10,0,화,경제활동인구,489176,20746,11,0
31345,35,미혼,전문학교,없음,없음,유선전화,41,3,0,목,경제활동인구,489176,20746,12,0
31346,54,결혼,대졸학사,없음,없음,유선전화,483,1,0,일,경제활동인구,489176,20746,12,0
31347,28,미혼,석박사,없음,대출있음,유선전화,63,2,0,월,경제활동인구,489176,20746,12,0
31348,26,미혼,미확인,대출있음,대출있음,유선전화,203,1,0,목,경제활동인구,489176,20746,1,0
31349,56,미혼,대졸학사,대출있음,없음,유선전화,308,1,0,토,경제활동인구,489176,20746,1,0
31350,50,결혼,석박사,없음,없음,유선전화,64,1,0,월,경제활동인구,489176,20746,1,0
31351,40,결혼,전문학교,대출있음,대출있음,유선전화,40,1,0,목,경제활동인구,489176,20746,1,0
31352,37,미혼,석박사,없음,없음,유선전화,394,2,0,수,미확인,489176,20746,2,0
31353,52,결혼,전문학교,없음,없음,유선전화,181,2,0,금,비경제활동인구,489176,20746,2,0
31354,31,결혼,검정고시,없음,없음,유선전화,481,6,0,목,경제활동인구,489176,20746,11,0
31355,44,미혼,검정고시,없음,없음,유선전화,247,3,0,화,경제활동인구,489176,20746,1,0
31356,36,결혼,고졸,없음,없음,유선전화,414,1,0,토,경제활동인구,489176,20746,3,0
31357,47,결혼,대졸학사,미확인,미확인,휴대폰,135,3,0,일,경제활동인구,489176,20746,4,0
31358,36,결혼,미확인,대출있음,없음,휴대폰,44,3,0,수,경제활동인구,489176,20746,5,0
31359,28,결혼,고졸,대출있음,대출있음,휴대폰,576,2,0,화,경제활동인구,489176,20746,5,0
31360,39,결혼,검정고시,대출있음,없음,휴대폰,188,1,0,수,경제활동인구,489176,20746,6,0
31361,28,결혼,고졸,없음,없음,휴대폰,55,1,0,목,경제활동인구,489176,20746,6,0
31362,24,미혼,전문학교,없음,없음,휴대폰,1111,1,0,토,비경제활동인구,489176,20746,7,0
31363,28,결혼,대졸학사,대출있음,없음,휴대폰,126,1,0,목,경제활동인구,489176,20746,7,0
31364,42,결혼,전문학교,없음,없음,휴대폰,140,3,0,금,미확인,489176,20746,8,0
31365,34,결혼,고졸,대출있음,대출있음,휴대폰,196,1,0,월,경제활동인구,489176,20746,9,0
31366,25,미혼,고졸,없음,없음,휴대폰,506,3,0,토,경제활동인구,489176,20746,9,0
31367,35,결혼,고졸,없음,없음,휴대폰,1399,1,0,목,경제활동인구,489176,20746,10,1
31368,33,결혼,대졸학사,대출있음,없음,유선전화,52,4,0,토,경제활동인구,489176,20746,10,0
31369,36,미혼,전문학교,없음,없음,휴대폰,172,2,0,화,경제활동인구,489176,20746,11,0
31370,32,결혼,고졸,없음,없음,휴대폰,144,2,0,월,경제활동인구,489176,20746,11,0
31371,44,결혼,고졸,없음,없음,휴대폰,304,4,0,목,경제활동인구,489176,20746,12,0
31372,32,결혼,고졸,없음,없음,유선전화,89,5,0,일,경제활동인구,489176,20746,12,0
31373,35,이혼,대졸학사,대출있음,없음,휴대폰,826,4,0,화,경제활동인구,489176,20746,1,0
31374,31,미혼,고졸,없음,없음,유선전화,138,1,0,목,경제활동인구,489176,20746,1,0
31375,51,결혼,전문학교,대출있음,없음,휴대폰,69,3,0,월,경제활동인구,489176,20746,2,0
31376,49,이혼,전문학교,대출있음,없음,휴대폰,1171,1,0,수,경제활동인구,489176,20746,2,0
31377,28,미혼,고졸,없음,없음,유선전화,171,8,0,금,경제활동인구,489176,20746,5,0
31378,40,이혼,고졸,대출있음,없음,휴대폰,85,2,0,금,경제활동인구,489176,20746,12,0
31379,60,이혼,전문학교,대출있음,없음,휴대폰,144,1,0,토,경제활동인구,489176,20746,2,0
31380,47,이혼,고졸,없음,없음,휴대폰,678,1,0,토,경제활동인구,489176,20746,9,0
31381,47,결혼,검정고시,없음,대출있음,휴대폰,930,1,0,일,경제활동인구,489176,20746,11,0
31382,33,미혼,전문학교,대출있음,없음,휴대폰,714,1,0,토,경제활동인구,489176,20746,2,1
31383,58,결혼,중졸,없음,없음,휴대폰,119,2,0,수,비경제활동인구,489176,20746,3,0
31384,27,미혼,전문학교,대출있음,없음,휴대폰,148,1,0,토,경제활동인구,489176,20746,4,0
31385,45,결혼,미확인,대출있음,없음,휴대폰,418,2,0,목,경제활동인구,489176,20746,5,0
31386,45,이혼,전문학교,대출있음,없음,휴대폰,800,2,0,금,경제활동인구,489176,20746,6,0
31387,50,결혼,석박사,대출있음,대출있음,휴대폰,460,5,0,일,비경제활동인구,489176,20746,7,0
31388,40,결혼,미확인,없음,없음,휴대폰,143,9,0,수,경제활동인구,489176,20746,8,0
31389,54,이혼,중졸,미확인,미확인,휴대폰,179,2,0,목,비경제활동인구,489176,20746,9,0
31390,59,이혼,중졸,없음,없음,휴대폰,277,1,0,일,비경제활동인구,489176,20746,10,0
31391,50,미혼,전문학교,대출있음,없음,휴대폰,99,2,0,토,경제활동인구,489176,20746,11,0
31392,40,결혼,대졸학사,대출있음,없음,유선전화,340,1,0,목,경제활동인구,489176,20746,11,0
31393,30,미혼,전문학교,대출있음,없음,유선전화,196,3,0,일,경제활동인구,489176,20746,12,0
31394,35,미혼,전문학교,대출있음,없음,휴대폰,149,1,0,일,경제활동인구,489176,20746,12,0
31395,32,결혼,전문학교,대출있음,없음,휴대폰,434,2,0,토,경제활동인구,489176,20746,1,0
31396,56,결혼,대졸학사,대출있음,없음,휴대폰,270,1,0,토,비경제활동인구,489176,20746,2,0
31397,57,결혼,검정고시,없음,없음,휴대폰,222,1,0,수,비경제활동인구,489176,20746,5,0
31398,49,결혼,전문학교,없음,없음,휴대폰,203,1,0,금,경제활동인구,489176,20746,9,0
31399,42,결혼,대졸학사,대출있음,대출있음,휴대폰,68,1,0,목,경제활동인구,489176,20746,1,0
31400,32,미혼,대졸학사,없음,없음,휴대폰,226,5,0,월,경제활동인구,489176,20746,1,0
31401,50,결혼,고졸,없음,없음,휴대폰,203,1,0,토,경제활동인구,489176,20746,2,0
31402,37,결혼,전문학교,없음,대출있음,휴대폰,534,2,0,토,비경제활동인구,489176,20746,3,0
31403,44,결혼,전문학교,대출있음,대출있음,휴대폰,324,1,0,금,경제활동인구,489176,20746,3,0
31404,57,결혼,고졸,대출있음,없음,휴대폰,189,3,0,목,비경제활동인구,489176,20746,4,0
31405,33,결혼,석박사,대출있음,없음,휴대폰,169,1,0,일,경제활동인구,489176,20746,5,0
31406,34,미혼,대졸학사,대출있음,없음,휴대폰,118,3,0,화,경제활동인구,489176,20746,5,0
31407,45,결혼,석박사,대출있음,없음,휴대폰,196,1,0,금,경제활동인구,489176,20746,6,0
31408,30,미혼,석박사,없음,없음,휴대폰,216,3,0,목,경제활동인구,489176,20746,6,0
31409,34,미혼,대졸학사,대출있음,없음,휴대폰,165,1,0,화,경제활동인구,489176,20746,7,0
31410,49,결혼,전문학교,없음,없음,휴대폰,96,2,0,수,경제활동인구,489176,20746,8,0
31411,39,이혼,대졸학사,없음,없음,휴대폰,78,1,0,화,경제활동인구,489176,20746,8,0
31412,41,결혼,석박사,없음,없음,휴대폰,203,2,0,화,경제활동인구,489176,20746,9,0
31413,37,결혼,석박사,대출있음,대출있음,휴대폰,70,1,0,토,경제활동인구,489176,20746,10,0
31414,31,미혼,석박사,대출있음,없음,휴대폰,74,1,0,수,경제활동인구,489176,20746,10,0
31415,38,미혼,석박사,대출있음,없음,휴대폰,99,4,0,토,경제활동인구,489176,20746,11,0
31416,56,결혼,중졸,없음,없음,휴대폰,44,1,0,화,경제활동인구,489176,20746,12,0
31417,42,미혼,전문학교,대출있음,없음,휴대폰,138,1,0,토,경제활동인구,489176,20746,1,0
31418,59,결혼,대졸학사,없음,없음,휴대폰,414,1,0,토,경제활동인구,489176,20746,2,0
31419,48,결혼,전문학교,없음,없음,휴대폰,96,1,0,금,경제활동인구,489176,20746,1,0
31420,47,결혼,검정고시,대출있음,없음,휴대폰,43,2,0,월,경제활동인구,489176,20746,2,0
31421,35,미혼,대졸학사,대출있음,없음,휴대폰,974,4,0,토,경제활동인구,489176,20746,4,1
31422,38,미혼,대졸학사,대출있음,없음,휴대폰,131,1,0,금,경제활동인구,489176,20746,6,0
31423,34,미혼,대졸학사,없음,대출있음,휴대폰,78,3,0,화,경제활동인구,489176,20746,7,0
31424,30,미혼,전문학교,대출있음,없음,유선전화,176,3,0,화,경제활동인구,489176,20746,8,0
31425,38,미혼,대졸학사,대출있음,없음,휴대폰,109,2,0,수,경제활동인구,489176,20746,10,0
31426,40,미혼,전문학교,대출있음,없음,휴대폰,87,1,0,화,경제활동인구,489176,20746,11,0
31427,47,결혼,대졸학사,대출있음,없음,휴대폰,100,3,0,목,경제활동인구,489176,20746,12,0
31428,48,이혼,대졸학사,대출있음,없음,휴대폰,67,2,0,목,경제활동인구,489176,20746,1,0
31429,41,결혼,대졸학사,없음,없음,휴대폰,84,5,0,토,경제활동인구,489176,20746,1,0
31430,50,결혼,중졸,대출있음,없음,휴대폰,73,1,0,토,경제활동인구,489176,20746,2,0
31431,59,결혼,중졸,대출있음,없음,유선전화,162,1,0,화,비경제활동인구,489176,20746,2,0
31432,47,결혼,대졸학사,없음,대출있음,유선전화,23,1,0,토,경제활동인구,489176,20746,3,0
31433,41,이혼,대졸학사,없음,없음,휴대폰,57,1,0,수,경제활동인구,489176,20746,4,0
31434,43,결혼,석박사,대출있음,없음,휴대폰,294,1,0,일,경제활동인구,489176,20746,4,0
31435,46,결혼,전문학교,없음,없음,휴대폰,76,3,0,금,경제활동인구,489176,20746,5,0
31436,55,미혼,석박사,대출있음,없음,휴대폰,286,2,0,일,경제활동인구,489176,20746,6,0
31437,40,결혼,고졸,대출있음,없음,휴대폰,67,1,1,일,경제활동인구,489176,20746,7,0
31438,38,이혼,미확인,없음,없음,휴대폰,596,1,0,수,경제활동인구,489176,20746,8,1
31439,40,결혼,전문학교,없음,없음,휴대폰,51,1,1,금,경제활동인구,489176,20746,9,0
31440,30,미혼,전문학교,미확인,미확인,휴대폰,229,2,0,수,경제활동인구,489176,20746,10,0
31441,40,결혼,석박사,대출있음,없음,유선전화,33,4,0,화,경제활동인구,489176,20746,10,0
31442,38,결혼,전문학교,대출있음,없음,유선전화,125,1,0,토,경제활동인구,489176,20746,11,0
31443,38,결혼,석박사,없음,없음,유선전화,100,1,0,수,경제활동인구,489176,20746,12,0
31444,32,결혼,미확인,대출있음,대출있음,유선전화,265,1,0,일,경제활동인구,489176,20746,1,0
31445,31,결혼,대졸학사,없음,없음,휴대폰,690,3,0,금,경제활동인구,489176,20746,2,0
31446,31,미혼,전문학교,대출있음,없음,휴대폰,154,2,0,화,경제활동인구,489176,20746,1,0
31447,42,결혼,대졸학사,대출있음,없음,휴대폰,75,2,1,수,경제활동인구,489176,20746,2,0
31448,36,결혼,검정고시,대출있음,없음,휴대폰,46,2,1,월,미확인,489176,20746,3,0
31449,48,결혼,대졸학사,없음,없음,휴대폰,301,1,1,목,경제활동인구,489176,20746,4,0
31450,51,결혼,고졸,대출있음,대출있음,휴대폰,244,1,0,수,경제활동인구,489176,20746,6,0
31451,47,결혼,전문학교,없음,없음,휴대폰,115,3,0,월,경제활동인구,489176,20746,8,0
31452,57,결혼,대졸학사,대출있음,없음,휴대폰,108,1,0,월,경제활동인구,489176,20746,10,0
31453,32,미혼,대졸학사,대출있음,대출있음,휴대폰,74,1,0,화,경제활동인구,489176,20746,11,0
31454,31,결혼,전문학교,대출있음,없음,유선전화,62,1,1,수,경제활동인구,489176,20746,1,0
31455,40,미혼,전문학교,없음,없음,휴대폰,328,6,0,금,비경제활동인구,489176,20746,1,0
31456,29,미혼,대졸학사,대출있음,없음,휴대폰,118,2,1,일,경제활동인구,489176,20746,1,0
31457,38,결혼,석박사,대출있음,없음,휴대폰,182,1,0,수,경제활동인구,489176,20746,2,1
31458,39,결혼,전문학교,없음,없음,휴대폰,598,2,2,수,경제활동인구,489176,20746,3,0
31459,42,결혼,고졸,없음,없음,휴대폰,441,4,0,금,경제활동인구,489176,20746,4,0
31460,82,결혼,미확인,없음,없음,휴대폰,321,1,0,금,비경제활동인구,489176,20746,4,1
31461,42,미혼,석박사,없음,없음,휴대폰,262,1,0,월,경제활동인구,489176,20746,5,0
31462,57,결혼,전문학교,대출있음,없음,휴대폰,82,1,1,금,경제활동인구,489176,20746,6,0
31463,31,결혼,고졸,대출있음,대출있음,휴대폰,126,2,2,목,경제활동인구,489176,20746,7,0
31464,42,결혼,중졸,없음,대출있음,휴대폰,579,3,0,화,경제활동인구,489176,20746,7,0
31465,34,미혼,전문학교,대출있음,없음,휴대폰,183,1,1,일,경제활동인구,489176,20746,8,0
31466,35,이혼,검정고시,대출있음,없음,휴대폰,212,1,0,화,경제활동인구,489176,20746,9,0
31467,31,결혼,고졸,대출있음,없음,휴대폰,308,2,0,수,경제활동인구,489176,20746,9,0
31468,24,미혼,전문학교,대출있음,없음,휴대폰,390,1,0,수,경제활동인구,489176,20746,10,0
31469,40,결혼,전문학교,대출있음,없음,휴대폰,78,1,0,화,경제활동인구,489176,20746,11,0
31470,56,이혼,대졸학사,대출있음,없음,휴대폰,529,3,0,월,비경제활동인구,489176,20746,11,0
31471,78,결혼,중졸,대출있음,없음,유선전화,137,2,0,일,비경제활동인구,489176,20746,12,1
31472,55,결혼,미확인,대출있음,없음,휴대폰,525,1,0,금,경제활동인구,489176,20746,1,0
31473,46,결혼,전문학교,대출있음,대출있음,휴대폰,354,1,0,목,경제활동인구,489176,20746,1,1
31474,24,미혼,전문학교,없음,대출있음,휴대폰,157,1,0,수,비경제활동인구,489176,20746,2,0
31475,57,결혼,대졸학사,대출있음,없음,휴대폰,949,3,0,일,경제활동인구,489176,20746,1,1
31476,49,결혼,전문학교,없음,없음,휴대폰,57,1,1,목,경제활동인구,489176,20746,2,0
31477,34,결혼,중졸,없음,없음,휴대폰,211,2,1,목,경제활동인구,489176,20746,4,0
31478,38,결혼,전문학교,대출있음,없음,휴대폰,839,2,1,일,경제활동인구,489176,20746,6,1
31479,37,미혼,대졸학사,없음,없음,휴대폰,51,4,0,토,경제활동인구,489176,20746,7,0
31480,36,결혼,고졸,대출있음,없음,휴대폰,98,1,2,목,경제활동인구,489176,20746,7,0
31481,31,이혼,전문학교,없음,없음,휴대폰,124,1,0,목,경제활동인구,489176,20746,8,0
31482,51,이혼,대졸학사,대출있음,없음,휴대폰,154,3,1,일,경제활동인구,489176,20746,9,0
31483,35,미혼,석박사,없음,대출있음,휴대폰,181,2,1,일,경제활동인구,489176,20746,10,0
31484,39,미혼,석박사,대출있음,없음,휴대폰,264,1,0,일,경제활동인구,489176,20746,12,0
31485,35,결혼,고졸,없음,없음,휴대폰,414,2,1,일,경제활동인구,489176,20746,2,0
31486,33,결혼,전문학교,없음,대출있음,휴대폰,254,2,0,토,경제활동인구,489176,20746,2,0
31487,47,결혼,전문학교,대출있음,대출있음,유선전화,72,6,1,월,경제활동인구,489176,20746,4,0
31488,39,미혼,고졸,대출있음,대출있음,휴대폰,75,1,1,월,경제활동인구,489176,20746,6,0
31489,29,미혼,전문학교,대출있음,없음,휴대폰,134,2,1,토,경제활동인구,489176,20746,7,0
31490,44,결혼,석박사,대출있음,없음,휴대폰,147,3,1,월,경제활동인구,489176,20746,8,0
31491,28,결혼,고졸,대출있음,없음,휴대폰,153,1,0,수,경제활동인구,489176,20746,12,0
31492,29,결혼,전문학교,대출있음,대출있음,휴대폰,145,1,1,월,경제활동인구,489176,20746,1,0
31493,27,결혼,검정고시,없음,없음,휴대폰,142,2,1,목,경제활동인구,489176,20746,5,0
31494,35,결혼,석박사,없음,없음,휴대폰,44,9,0,금,경제활동인구,489176,20746,10,0
31495,41,결혼,고졸,대출있음,없음,휴대폰,66,1,1,일,경제활동인구,489176,20746,1,0
31496,37,미혼,고졸,대출있음,대출있음,휴대폰,147,1,0,토,경제활동인구,489176,20746,2,0
31497,31,미혼,전문학교,없음,없음,휴대폰,1298,2,0,목,경제활동인구,489176,20746,3,1
31498,26,미혼,고졸,대출있음,없음,휴대폰,115,3,0,수,경제활동인구,489176,20746,4,0
31499,35,결혼,석박사,대출있음,없음,휴대폰,590,5,0,월,경제활동인구,489176,20746,5,1
31500,28,미혼,고졸,없음,없음,휴대폰,111,1,1,토,경제활동인구,489176,20746,6,0
31501,34,결혼,대졸학사,대출있음,없음,휴대폰,293,2,1,화,경제활동인구,489176,20746,7,0
31502,35,결혼,전문학교,대출있음,없음,휴대폰,223,2,0,일,경제활동인구,489176,20746,9,0
31503,45,결혼,전문학교,대출있음,없음,휴대폰,250,1,0,화,경제활동인구,489176,20746,10,0
31504,37,결혼,전문학교,대출있음,없음,휴대폰,22,6,0,월,경제활동인구,489176,20746,11,0
31505,44,결혼,검정고시,없음,없음,휴대폰,611,2,0,목,경제활동인구,489176,20746,12,1
31506,29,이혼,중졸,대출있음,없음,휴대폰,1223,3,1,목,경제활동인구,489176,20746,1,0
31507,44,결혼,검정고시,없음,없음,휴대폰,217,1,1,수,경제활동인구,489176,20746,2,0
31508,48,결혼,전문학교,대출있음,없음,휴대폰,113,1,0,일,경제활동인구,489176,20746,2,0
31509,38,미혼,고졸,대출있음,없음,휴대폰,29,5,0,수,경제활동인구,489176,20746,4,0
31510,52,결혼,검정고시,대출있음,없음,휴대폰,69,1,0,금,경제활동인구,489176,20746,6,0
31511,27,결혼,대졸학사,대출있음,없음,휴대폰,109,1,0,금,경제활동인구,489176,20746,8,0
31512,52,이혼,대졸학사,대출있음,대출있음,휴대폰,414,3,0,수,경제활동인구,489176,20746,9,0
31513,33,결혼,대졸학사,대출있음,없음,휴대폰,64,1,0,화,경제활동인구,489176,20746,12,0
31514,37,결혼,석박사,없음,없음,휴대폰,321,1,0,금,경제활동인구,489176,20746,2,1
31515,30,미혼,석박사,미확인,미확인,휴대폰,246,1,1,토,경제활동인구,489176,20746,1,1
31516,55,결혼,전문학교,대출있음,대출있음,휴대폰,186,2,0,월,비경제활동인구,489176,20746,1,1
31517,32,미혼,석박사,대출있음,대출있음,휴대폰,187,1,0,화,경제활동인구,489176,20746,2,0
31518,45,결혼,대졸학사,대출있음,없음,휴대폰,106,1,0,수,경제활동인구,489176,20746,2,0
31519,74,결혼,전문학교,없음,없음,휴대폰,135,1,0,화,비경제활동인구,489176,20746,3,0
31520,50,결혼,미확인,대출있음,없음,휴대폰,1398,1,0,화,경제활동인구,489176,20746,3,0
31521,34,결혼,대졸학사,없음,없음,휴대폰,485,3,1,화,비경제활동인구,489176,20746,4,0
31522,26,미혼,대졸학사,미확인,미확인,휴대폰,115,1,0,월,경제활동인구,489176,20746,4,0
31523,64,결혼,미확인,대출있음,없음,휴대폰,171,3,1,토,비경제활동인구,489176,20746,5,0
31524,28,미혼,대졸학사,대출있음,없음,휴대폰,368,1,0,월,경제활동인구,489176,20746,6,0
31525,31,결혼,석박사,대출있음,없음,휴대폰,90,4,0,월,경제활동인구,489176,20746,6,0
31526,28,미혼,중졸,대출있음,없음,휴대폰,160,2,1,목,미확인,489176,20746,7,0
31527,25,미혼,대졸학사,대출있음,대출있음,휴대폰,115,1,1,토,경제활동인구,489176,20746,8,1
31528,37,결혼,검정고시,없음,없음,유선전화,131,1,0,금,경제활동인구,489176,20746,9,0
31529,37,이혼,전문학교,없음,없음,휴대폰,131,2,0,월,경제활동인구,489176,20746,10,0
31530,35,미혼,전문학교,없음,대출있음,휴대폰,98,2,2,화,경제활동인구,489176,20746,11,0
31531,31,미혼,대졸학사,대출있음,없음,휴대폰,168,2,0,화,경제활동인구,489176,20746,12,0
31532,64,결혼,중졸,없음,없음,휴대폰,232,1,0,토,비경제활동인구,489176,20746,1,1
31533,34,미혼,대졸학사,없음,없음,휴대폰,251,1,2,금,경제활동인구,489176,20746,1,1
31534,28,미혼,대졸학사,없음,없음,휴대폰,125,1,0,수,경제활동인구,489176,20746,3,0
31535,48,결혼,대졸학사,없음,없음,유선전화,185,1,2,토,경제활동인구,489176,20746,8,1
31536,52,결혼,대졸학사,대출있음,없음,휴대폰,338,1,0,목,경제활동인구,489176,20746,1,1
31537,69,결혼,전문학교,없음,없음,휴대폰,289,1,1,월,비경제활동인구,489176,20746,4,1
31538,35,이혼,대졸학사,대출있음,대출있음,휴대폰,270,2,2,화,경제활동인구,489176,20746,10,0
31539,37,미혼,전문학교,없음,없음,휴대폰,609,2,3,수,경제활동인구,489176,20746,1,1
31540,28,미혼,전문학교,대출있음,없음,휴대폰,957,1,1,금,경제활동인구,489176,20746,1,1
31541,65,결혼,전문학교,대출있음,없음,휴대폰,117,1,2,토,경제활동인구,489176,20746,2,0
31542,56,이혼,중졸,대출있음,없음,유선전화,361,1,4,금,경제활동인구,489176,20746,3,0
31543,34,결혼,석박사,대출있음,대출있음,휴대폰,409,1,1,금,경제활동인구,489176,20746,3,1
31544,41,미혼,중졸,대출있음,없음,휴대폰,278,1,0,금,비경제활동인구,489176,20746,4,0
31545,45,미혼,미확인,대출있음,없음,휴대폰,316,2,2,목,비경제활동인구,489176,20746,4,0
31546,29,미혼,석박사,없음,대출있음,휴대폰,127,1,2,화,경제활동인구,489176,20746,5,0
31547,55,결혼,고졸,대출있음,없음,유선전화,212,2,0,수,경제활동인구,477846,19412,1,0
31548,28,결혼,미확인,없음,없음,유선전화,408,2,0,일,경제활동인구,477846,19412,3,0
31549,36,결혼,석박사,없음,없음,유선전화,769,2,0,월,경제활동인구,477846,19412,4,0
31550,35,미혼,전문학교,대출있음,대출있음,유선전화,150,1,0,목,경제활동인구,477846,19412,5,0
31551,56,결혼,대졸학사,대출있음,없음,유선전화,75,2,0,월,경제활동인구,477846,19412,6,0
31552,54,결혼,전문학교,대출있음,없음,유선전화,74,1,0,수,경제활동인구,477846,19412,7,0
31553,44,결혼,중졸,대출있음,없음,유선전화,171,2,0,일,경제활동인구,477846,19412,8,0
31554,38,결혼,중졸,없음,없음,유선전화,548,2,0,월,경제활동인구,477846,19412,9,0
31555,54,결혼,고졸,없음,없음,유선전화,193,1,0,일,경제활동인구,477846,19412,10,0
31556,45,결혼,전문학교,대출있음,없음,유선전화,103,4,0,수,경제활동인구,477846,19412,11,0
31557,35,미혼,석박사,대출있음,없음,유선전화,170,2,0,토,경제활동인구,477846,19412,12,0
31558,30,결혼,고졸,대출있음,대출있음,유선전화,117,1,0,수,경제활동인구,477846,19412,1,0
